,release_date,developer,price
88930,2011-02-28,"Relic Entertainment,Feral Interactive (Mac/Linux)",2.99
88931,2011-04-05,Black Lion Studios,9.99
88932,2011-04-05,Colossal Order Ltd.,3.99
88933,2011-04-05,VStep,3.99
88934,2011-04-06,"Relic Entertainment,Feral Interactive (Mac/Linux)",6.99
88935,2011-04-08,SimBin,3.99
88936,2011-04-08,11 bit studios,9.99
88937,2010-06-10,Ntronium Games,14.99
88938,2011-04-08,Martin Ivanov,9.99
88939,2011-04-11,Realmforge Studios,3.99
88940,2011-04-08,800 North and Digital Ranch,9.99
88941,2011-04-11,Gaming Minds Studios,9.99
88942,2011-04-18,Valve,19.99
88943,2011-04-12,Arrowhead Game Studios,4.99
88944,2011-04-15,Coffee Stain Studios,9.99
88945,2011-04-19,1C:InoCo,19.99
88946,2011-05-26,"Relic Entertainment,Feral Interactive (Mac/Linux)",2.99
88947,2011-04-20,"Relic Entertainment,Feral Interactive (Mac/Linux)",9.99
88948,2011-05-26,"Relic Entertainment,Feral Interactive (Mac/Linux)",2.99
88949,2011-05-26,Mode 7,24.99
88950,2011-05-26,"Relic Entertainment,Feral Interactive (Mac/Linux)",2.99
88951,2011-05-27,inner seas,4.99
88952,2011-05-30,inXile Entertainment,4.99
88953,2011-05-31,Fatshark,9.99
88954,2011-05-31,The Sims Studio,19.99
88955,2011-05-31,Colossal Order Ltd.,5.99
88956,2011-05-31,Arrowhead Game Studios,0.99
88957,2011-06-01,Behaviour,1.99
88958,2009-08-10,Microids,7.99
88959,2005-06-06,Microids,7.99
88960,2011-06-02,Treyarch,14.99
88961,2011-06-20,Obsidian Entertainment,14.99
88962,2011-06-13,Gearbox Software,19.99
88963,2011-06-14,Red Duck Inc.,0.0
88964,2009-09-01,Cryptic Studios,0.0
88965,2011-06-14,Grey Havens,0.0
88966,2011-06-13,"Apus Software,Three Donkeys LLC",9.99
88967,2011-06-14,Colossal Order Ltd.,3.99
88968,2011-06-14,Reality Pump Studios,9.99
88969,2011-06-15,Peter Brinson and Kurosh ValaNejad,0.0
88970,2011-06-15,Stainless Games Ltd,19.99
88971,2011-05-20,Bacon Wrapped Games,9.99
88972,2011-06-16,Cold Beam Games,4.99
88973,2011-06-16,Mode 7,5.99
88974,2011-06-17,Murudai,9.99
88975,2011-06-21,Totem Games,9.99
88976,2011-06-21,Totem games,9.99
88977,2011-06-21,Arrowhead Game Studios,2.99
88978,2011-06-21,Totem Games,9.99
88979,2011-06-21,Day 1 Studios,19.99
88980,2011-06-21,Arrowhead Game Studios,1.99
88981,2011-06-21,Arrowhead Game Studios,1.99
88982,2011-06-22,N3V Games,19.99
88983,2011-06-21,Arrowhead Game Studios,1.99
88984,2011-06-23,Paradox Interactive,1.99
88985,2011-06-24,Bedlam Games,14.99
88986,2011-06-23,SimBin,3.99
88987,2011-06-24,Giants Software,6.99
88988,2011-06-23,Paradox Interactive,1.99
88989,2011-06-28,Paradox Development Studio,4.99
88990,2011-06-30,Team17 Digital Ltd,4.99
88991,2011-06-30,Team17 Digital Ltd,4.99
88992,2011-06-30,Team17 Digital Ltd,4.99
88993,2011-07-01,Realmforge Studios,2.99
88994,2011-06-30,Team17 Digital Ltd,4.99
88995,2011-06-30,Telltale Games,9.99
88996,2011-07-02,Tripwire Interactive,7.99
88997,2011-07-18,Ageod,3.99
88998,2011-07-18,Secret Base,0.99
88999,2011-07-18,Obsidian Entertainment,4.99
89000,2011-07-19,"Relic Entertainment,Feral Interactive (Mac/Linux)",6.99
89001,2011-07-19,1C: Maddox Games,0.0
89002,2011-07-19,YeaBoing,4.99
89003,2011-07-19,Dovetail Games,8.99
89004,2011-07-21,"Kaos Studios,Digital Extremes",0.99
89005,2011-07-20,Mystic Box,9.99
89006,2011-07-21,Digitalmindsoft,1.99
89007,2011-07-22,"Dejobaan Games, LLC",1.99
89008,2011-07-22,Lunar Giant,0.99
89009,2011-07-22,Extend Studio,0.99
89010,2011-07-22,Colossal Order Ltd.,2.99
89011,2010-08-24,HeR Interactive,6.99
89012,2011-08-08,Bohemia Interactive,4.99
89013,2011-07-22,Zachtronics,1.99
89014,2011-09-01,Haemimont Games,14.99
89015,2011-06-28,HeR Interactive,6.99
89016,2010-06-29,HeR Interactive,6.99
89017,2011-08-10,Total Eclipse,6.99
89018,2011-08-10,Ageod,3.99
89019,2011-08-11,Two Tribes,6.99
89020,2011-08-11,"Firaxis Games,Aspyr (Mac, Linux)",4.99
89021,2011-08-11,"Firaxis Games,Aspyr (Mac, Linux)",4.99
89022,2011-08-12,Coffee Stain Studios,9.99
89023,2011-08-15,exosyphen studios,4.99
89024,2011-08-15,MinMax Games Ltd.,9.99
89025,2011-08-16,TimeGate Studios,3.99
89026,2011-08-16,TimeGate Studios,2.99
89027,2011-08-16,TimeGate Studios,3.99
89028,2011-08-16,"Relic Entertainment,Feral Interactive (Mac/Linux)",6.99
89029,2011-09-20,Obsidian Entertainment,4.99
89030,2011-08-31,Three Rings,0.0
89031,2011-08-31,Hothead Games,14.99
89032,2011-09-05,Relic,29.99
89033,2011-09-08,1C Company,7.99
89034,2012-07-12,Flying Wild Hog,14.99
89035,2011-09-06,Ageod,3.99
89036,2011-09-01,"Octane Games,Meridian4",9.99
89037,2011-09-07,ACE Team,9.99
89038,2011-09-13,Tripwire Interactive,19.99
89039,2011-09-13,,9.99
89040,2011-09-14,Colossal Order Ltd.,5.99
89041,2011-09-14,Stainless Games Ltd,4.99
89042,2011-09-15,Paradox Development Studio,9.99
89043,2011-09-15,PomPom,4.99
89044,2010-10-19,HeR Interactive,6.99
89045,2011-09-20,Reality Pump Studios,9.99
89046,2011-09-21,NGD Studios,4.99
89047,2011-10-11,Gearbox Software,9.99
89048,2011-10-13,Blackhole,19.99
89049,2011-09-28,Gas Powered Games,14.99
89050,2011-09-28,Edmund McMillen and Florian Himsl,4.99
89051,2011-09-29,Giants Software,6.99
89052,2011-09-29,1C-Avalon,4.99
89053,2007-02-20,Gas Powered Games,14.99
89054,2011-09-29,Red Redemption,18.99
89055,2011-09-29,Steel Monkeys,1.99
89056,2011-09-29,Red Redemption,2.99
89057,2011-09-29,Red Redemption,4.99
89058,2011-09-09,City Interactive,1.99
89059,2011-09-30,"Games Farm,3Division",5.99
89060,2011-09-29,Red Redemption,3.99
89061,2011-10-11,Capcom Vancouver,19.99
89062,2011-10-11,Hothead Games,1.99
89063,2011-10-11,"Akella,.dat",14.99
89064,2011-10-12,Days of Wonder,0.0
89065,2011-10-13,Dovetail Games,8.99
89066,2011-10-14,Double Fine Productions,9.99
89067,2011-10-18,The Sims Studio,19.99
89068,2011-10-17,Positech Games,5.99
89069,2011-10-24,"Vlambeer,Croteam",4.99
89070,2011-10-20,Iridium Studios,4.99
89071,2011-10-24,Ideas Pad,4.99
89072,2011-10-24,b-Alive,9.99
89073,2011-10-24,Spellbound Studios,14.99
89074,2011-10-24,KTX Software,8.99
89075,2011-10-25,Robot Entertainment,1.99
89076,2011-10-25,Obsidian Entertainment,6.99
89077,2011-11-02,Daybreak Game Company,0.0
89078,2011-11-01,Volition,0.0
89079,2011-11-03,"Haemimont Games,Feral Interactive (Mac)",2.99
89080,2011-11-03,Devil's Details,19.99
89081,2011-11-02,HeR Interactive,6.99
89082,2011-11-08,Robot Entertainment,2.99
89083,2011-11-08,"Infinity Ward,Sledgehammer Games,Aspyr (Mac)",39.99
89084,2011-11-08,"Team Bondi,Rockstar Leeds",19.99
89085,2011-11-08,"Team Bondi,Rockstar Leeds",11.99
89086,2011-11-09,Digitalmindsoft,1.99
89087,2011-11-10,Final Form Games,4.99
89088,2011-11-10,Final Form Games,2.99
89089,2011-11-11,Trendy Entertainment,0.99
89090,2011-11-11,Trendy Entertainment,0.0
89091,2011-11-11,Trendy Entertainment,1.99
89092,2011-11-29,Cipher Prime Studios,6.99
89093,2011-11-29,Arrowhead Game Studios,2.99
89094,2011-11-21,Digital Reality,9.99
89095,2011-11-29,Arrowhead Game Studios,1.99
89096,2011-11-30,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",4.99
89097,2011-11-30,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",1.59
89098,2011-11-29,Arrowhead Game Studios,5.99
89099,2011-11-30,Paradox Interactive,1.99
89100,2011-11-30,Paradox Interactive,1.99
89101,2010-06-11,Unicorn Games Studio,3.99
89102,2011-12-01,Rocksteady Studios,0.0
89103,2011-12-02,Stardock Entertainment,19.99
89104,2011-12-01,"KrossRails,Dovetail Games",12.99
89105,2011-12-06,Reloaded Productions,0.0
89106,2012-01-13,Wadjet Eye Games,4.99
89107,2011-12-01,Rocksteady Studios,0.0
89108,2011-12-12,Digitalmindsoft,1.99
89109,2011-12-07,Tripwire Interactive,7.99
89110,2011-12-13,Team 6 Studios,9.99
89111,2011-12-13,Ubisoft Montreal,3.99
89112,2011-12-13,Trendy Entertainment,1.99
89113,2011-12-14,"Haemimont Games,Feral Interactive (Mac)",2.99
89114,2011-12-14,"Vicious Cycle Software, Inc.",9.99
89115,2011-12-14,Stainless Games Ltd,2.99
89116,2011-12-15,Relic,0.99
89117,2011-12-15,Relic,0.99
89118,2011-12-14,"Gaslamp Games, Inc.",2.99
89119,2011-12-15,Relic,0.99
89120,2011-12-15,Nitro Games,4.99
89121,2011-12-15,Relic,0.99
89122,2011-12-15,Coffee Stain Studios,0.0
89123,2011-12-15,Egosoft,9.99
89124,2013-06-06,Frozenbyte,19.99
89125,2011-12-15,Trendy Entertainment,3.99
89126,2011-12-16,ASTRO PORT,0.0
89127,2011-12-19,NGD Studios,0.0
89128,2011-12-16,ASTRO PORT,5.99
89129,2011-12-19,Lionhead Studios,9.99
89130,2011-12-19,Avalanche Studios,2.99
89131,2011-12-19,Fakt Software,2.99
89132,2011-12-20,Trendy Entertainment,1.99
89133,2011-12-20,Volition,2.99
89134,2011-12-19,Avalanche Studios,4.99
89135,2011-12-20,Relic,2.99
89136,2011-12-20,Relic,2.99
89137,2011-12-20,Relic,2.99
89138,2011-12-20,Relic,2.99
89139,2011-12-20,Relic,9.99
89140,2011-12-20,"D3Publisher of America, Inc.",0.99
89141,2011-12-20,"D3Publisher of America, Inc.",0.99
89142,2011-12-20,"D3Publisher of America, Inc.",0.99
89143,2011-12-21,Rocksteady Studios,0.0
89144,2011-12-21,Rocksteady Studios,0.0
89145,2011-12-20,"D3Publisher of America, Inc.",0.99
89146,2012-01-25,Unigine Corp.,7.99
89147,2012-01-26,Dovetail Games,12.99
89148,2012-01-27,NeocoreGames,9.99
89149,2012-01-27,NEOCORE GAMES,4.99
89150,2005-10-11,Croteam,9.99
89151,2012-01-30,Lizsoft,19.99
89152,2010-02-02,Cryptic Studios,0.0
89153,2012-01-31,Trendy Entertainment,2.99
89154,2012-01-31,Trendy Entertainment,1.99
89155,2012-02-08,"Coreplay GmbH,Bigmoon Studios",19.99
89156,2012-02-02,RichMakeGame,9.99
89157,2012-02-02,Paradox Development Studio,9.99
89158,2012-02-02,Q-Games Ltd.,9.99
89159,2012-02-02,Q-Games Ltd.,5.99
89160,2012-02-03,Owlchemy Labs,4.99
89161,2012-02-03,Puppygames,9.99
89162,2012-02-06,Capcom Vancouver,0.0
89163,2012-02-06,Capcom Vancouver,0.0
89164,2012-02-14,inXile Entertainment,0.99
89165,2012-02-14,Paradox Development Studio,39.99
89166,2012-02-14,Paradox Interactive,1.99
89167,2012-02-14,Paradox Interactive,1.99
89168,2012-02-15,"WXP Games, LLC",1.99
89169,2012-02-14,inXile Entertainment,0.0
89170,2012-02-16,Remedy Entertainment,9.99
89171,2010-05-05,Thomson Interactive,19.99
89172,2012-02-16,Arrowhead Game Studios,1.99
89173,2011-12-21,Trashmasters,11.99
89174,2012-02-16,Little Green Men Games,13.99
89175,2012-02-17,Hitbox Team,3.99
89176,2012-02-20,Wild Shadow Studios,0.0
89177,2012-02-20,Paradox Interactive,1.99
89178,2012-02-21,Volition,6.99
89179,2012-02-22,MumboJumbo,9.99
89180,2012-02-22,Brandon Brizzi,4.99
89181,2012-02-28,Ubisoft Montreal,9.99
89182,2012-03-29,"UBIart Montpellier,Feral Interactive (Mac)",19.99
89183,2012-02-29,Med-Art,9.99
89184,2012-02-29,Grey Havens,5.99
89185,2012-03-01,virtualRailroads,12.99
89186,2012-02-29,Colossal Order Ltd.,3.99
89187,2012-03-01,Strange Loop Games,19.99
89188,2012-03-01,Cobra Mobile,4.99
89189,2012-03-01,MumboJumbo,9.99
89190,2012-03-02,Remedy Entertainment,9.99
89191,2012-03-06,The Sims Studio,19.99
89192,2012-03-06,Double Fine Productions,9.99
89193,2012-03-02,Bootsnake Games,4.99
89194,2012-03-08,Aerosoft GmbH,19.99
89195,2012-03-08,Dovetail Games,8.99
89196,2012-03-14,Tribute Games Inc.,2.99
89197,2012-03-14,Most Wanted Entertainment,9.99
89198,2012-03-08,Trickstar Games,9.99
89199,2012-03-15,Nimbly Games,4.99
89200,2012-03-15,Trendy Entertainment,1.99
89201,2012-03-14,SEGA,4.99
89202,2012-03-15,Trendy Entertainment,3.99
89203,2012-03-16,3 Sprockets,3.99
89204,2012-03-16,Cyan Worlds,9.99
89205,2012-03-16,Trendy Entertainment,0.99
89206,2012-03-16,Strawdog Studios Ltd,4.99
89207,2012-03-19,Nihon Falcom,14.99
89208,2012-03-20,Bohemia Interactive,8.99
89209,2012-03-20,Eden Industries,1.99
89210,2012-03-20,Volition,6.99
89211,2012-03-21,PomPom Games,4.99
89212,2012-03-21,Trapdoor Inc.,9.99
89213,2012-03-20,"Big Huge Games,38 Studios",9.99
89214,2012-03-22,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",29.99
89215,2012-03-22,Pendulo Studios,9.99
89216,2012-03-21,Pixelante Game Studios,4.99
89217,2012-03-23,Fakt Software,2.99
89218,2012-03-28,MumboJumbo,9.99
89219,2012-03-28,MumboJumbo,9.99
89220,2012-03-29,"Haemimont Games,Feral Interactive (Mac)",6.99
89221,2012-03-29,Reality Pump,9.99
89222,2012-03-29,Dovetail Games,8.99
89223,2012-03-29,Trendy Entertainment,3.99
89224,2012-03-29,BUGBEAR,9.99
89225,2012-03-30,Longbow Games,14.99
89226,2012-04-04,Cyanide,9.99
89227,2012-04-05,Dovetail Games,12.99
89228,2012-04-05,David Williamson,6.99
89229,2012-04-05,Trendy Entertainment,1.99
89230,2012-04-06,TAO,0.0
89231,2012-04-06,BitSits Games,0.0
89232,2014-05-20,Serious Brothers,19.99
89233,2012-04-09,TikGames,6.99
89234,2012-04-19,b-Alive,5.99
89235,2012-04-26,Piranha Bytes,9.99
89236,2012-04-26,Trendy Entertainment,3.99
89237,2012-04-27,Piranha Bytes,1.99
89238,2012-04-27,Piranha Bytes,4.99
89239,2012-04-27,Devil's Details,14.99
89240,2012-04-27,Love Conquers All Games,9.99
89241,2012-04-27,Signal Studios,9.99
89242,2012-04-30,Love Conquers All Games,4.99
89243,2012-05-01,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",5.99
89244,2012-05-01,Volition,2.99
89245,2012-05-02,,2.99
89246,2012-05-02,,2.99
89247,2012-05-02,,2.99
89248,2012-05-02,,2.99
89249,2012-05-02,,2.99
89250,2012-05-02,,2.99
89251,2012-05-03,Coffee Stain Studios,0.0
89252,2012-05-03,Dovetail Games,19.99
89253,2012-05-24,Days of Wonder,1.99
89254,2012-05-02,,2.99
89255,2012-05-15,Colossal Order Ltd.,4.99
89256,2012-05-15,Coreplay GmbH,4.99
89257,2010-04-28,Croteam,19.99
89258,2012-05-15,Croteam,4.99
89259,2012-05-16,HeR Interactive,19.99
89260,2012-05-16,Black Market Games,3.99
89261,2012-05-17,Dovetail Games,8.99
89262,2012-05-17,Dovetail Games,12.99
89263,2012-05-18,Slant Six Games,29.99
89264,2012-05-18,Sigma Team Inc.,9.99
89265,2012-05-17,Positech Games,9.99
89266,2012-05-18,Giants Software,6.99
89267,2012-05-24,Days of Wonder,5.99
89268,2012-05-24,Days of Wonder,9.99
89269,2012-05-24,virtualRailroads,19.99
89270,2012-05-31,Dovetail Games,3.99
89271,2012-05-31,Nihon Falcom,19.99
89272,2012-05-31,Trendy Entertainment,1.99
89273,2012-05-31,Rockstar Studios,14.99
89274,2012-05-31,Rockstar Studios,19.99
89275,2012-06-01,Devil's Details,1.99
89276,2012-06-01,Devil's Details,1.99
89277,2012-06-04,Eden Industries,0.99
89278,2012-06-05,"Gaslamp Games, Inc.",0.0
89279,2012-06-06,"Standing Stone Games, LLC",0.0
89280,2012-06-13,Cipher Prime Studios,9.99
89281,2012-06-12,BlinkWorks Media,9.99
89282,2012-06-12,Fatshark,14.99
89283,2012-06-22,TT Games,19.99
89284,2012-06-21,Airtight Games,2.99
89285,2012-06-22,Nexon,0.0
89286,2012-06-06,Rebellion,7.99
89287,2012-06-21,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)",14.99
89288,2012-06-25,Zeboyd Games,4.99
89289,2012-06-22,Daedalic Entertainment,19.99
89290,2012-06-25,"Standing Stone Games, LLC",34.99
89291,2012-06-25,"Standing Stone Games, LLC",0.0
89292,2012-06-26,"Ubisoft Paris,Red Storm Entertainment",19.99
89293,2012-06-26,Paradox Development Studio,1.99
89294,2012-06-26,Paradox Development Studio,9.99
89295,2012-06-21,Airtight Games,8.99
89296,2012-06-27,Hi-Rez Studios,0.0
89297,2012-07-05,Tripwire Interactive,4.99
89298,2002-09-20,Larian Studios,5.99
89299,2012-06-26,Paradox Development Studio,1.99
89300,2012-07-06,"WXP Games, LLC",1.99
89301,2012-07-09,Sakari Indie &amp; GriN,6.99
89302,2012-07-10,Trendy Entertainment,3.99
89303,2012-07-10,Valve,0.0
89304,2012-07-11,Stainless Games,0.99
89305,2012-07-11,Stainless Games,0.99
89306,2012-07-20,"Capcom U.S.A., Inc.",0.99
89307,2012-07-11,Stainless Games,0.99
89308,2012-07-11,Stainless Games,0.99
89309,2012-07-11,Flying Wild Hog,0.0
89310,2012-07-12,Grey Havens,39.99
89311,2012-07-20,"Capcom U.S.A., Inc.",0.99
89312,2012-07-20,"Capcom U.S.A., Inc.",0.99
89313,2012-07-24,"Capcom U.S.A., Inc.",0.99
89314,2012-07-20,"Capcom U.S.A., Inc.",0.99
89315,2012-07-12,Limbic Entertainment GmhH,9.99
89316,2012-07-20,"Capcom U.S.A., Inc.",0.99
89317,2012-07-20,"Capcom U.S.A., Inc.",0.99
89318,2012-07-20,"Capcom U.S.A., Inc.",0.99
89319,2012-07-20,"Capcom U.S.A., Inc",0.99
89320,2012-07-20,"Capcom U.S.A., Inc.",0.99
89321,2012-07-20,"Capcom U.S.A., Inc.",0.99
89322,2012-07-20,"Capcom U.S.A., Inc.",0.99
89323,2012-07-24,"Capcom U.S.A., Inc.",0.99
89324,2012-07-24,"Capcom U.S.A., Inc.",0.99
89325,2012-07-24,"Capcom U.S.A., Inc.",0.99
89326,2012-07-24,"Capcom U.S.A., Inc.",0.99
89327,2012-07-24,"Capcom U.S.A., Inc.",0.99
89328,2012-07-24,"Capcom U.S.A., Inc.",12.99
89329,2012-07-24,"Capcom U.S.A., Inc.",2.99
89330,2012-07-24,"Capcom U.S.A., Inc.",2.99
89331,2012-07-30,Overhaul Games,14.99
89332,2012-07-30,Sidhe,2.99
89333,2012-07-30,KING Art,9.99
89334,2012-07-31,Paradox Development Studio,0.99
89335,2012-07-31,KING Art,19.99
89336,2012-07-31,Paradox Development Studio,1.99
89337,2012-07-24,"Capcom U.S.A., Inc.",12.99
89338,2012-08-01,Misfits Attic,9.99
89339,2012-08-02,Tennen-sozai,5.99
89340,2012-08-01,Misfits Attic,2.99
89341,2012-08-02,Tennen-sozai,5.99
89342,2012-08-02,Days of Wonder,1.99
89343,2012-08-03,"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd.",9.99
89344,2012-08-03,Dovetail Games,12.99
89345,2012-08-21,United Front Games,2.99
89346,2012-08-03,Dovetail Games,8.99
89347,2012-08-10,Tripwire Interactive,4.99
89348,2012-08-10,Robot Entertainment,4.99
89349,2012-08-09,Dovetail Games,8.99
89350,2012-08-13,Double Fine Productions,14.99
89351,2012-08-13,United Front Games,1.99
89352,2012-08-13,United Front Games,1.99
89353,2012-08-13,United Front Games,0.0
89354,2012-08-21,Fishlabs Entertainment GmbH,7.99
89355,2012-08-21,Valve,14.99
89356,,United Front Games,74.76
89357,2005-02-08,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",9.99
89358,2010-03-31,Soldak Entertainment,9.99
89359,2012-08-23,Big Robot Ltd,1.99
89360,2012-08-23,Dovetail Games,19.99
89361,2012-08-23,Digital Train Model,7.99
89362,2012-08-23,Digital Train Model,7.99
89363,2012-08-30,"Monolith Productions, Inc.",0.99
89364,2012-08-30,"Monolith Productions, Inc.",3.99
89365,2012-08-30,"Monolith Productions, Inc.",6.99
89366,2012-08-30,"Monolith Productions, Inc.",3.99
89367,2012-08-30,"Monolith Productions, Inc.",5.99
89368,2012-09-07,Eyebrow Interactive,9.99
89369,2012-08-30,"Monolith Productions, Inc.",2.99
89370,2012-08-30,"Monolith Productions, Inc.",1.99
89371,2012-08-30,"Monolith Productions, Inc.",9.99
89372,2012-08-30,"Monolith Productions, Inc.",0.99
89373,2012-08-30,"Monolith Productions, Inc.",2.99
89374,2012-08-30,"Monolith Productions, Inc.",5.99
89375,2012-08-30,"Monolith Productions, Inc.",1.49
89376,2012-08-30,"Monolith Productions, Inc.",1.99
89377,2012-09-07,Freebird Games,4.99
89378,2012-09-07,"Rocksteady Studios,Feral Interactive (Mac)",19.99
89379,2011-11-01,Freebird Games,9.99
89380,2012-09-11,Aleksey Abramenko,9.99
89381,2012-08-30,"Monolith Productions, Inc.",29.99
89382,2012-09-11,Capybara Games,6.99
89383,2012-09-12,Paradox Interactive,4.99
89384,2012-09-12,Bohemia Interactive,8.99
89385,2012-09-19,Blit Software,7.99
89386,2012-09-19,Stainless Games,4.99
89387,2012-09-19,Ronimo Games,2.49
89388,2012-09-19,Ronimo Games,2.49
89389,2012-09-19,Ronimo Games,2.49
89390,2012-09-19,Ronimo Games,2.49
89391,2012-09-19,Ronimo Games,1.49
89392,2012-09-19,Ronimo Games,2.49
89393,2012-09-27,Limbic Entertainment GmbH,9.99
89394,2012-09-24,Slant Six Games,1.99
89395,2012-09-24,Slant Six Games,1.99
89396,2012-09-24,Slant Six Games,1.99
89397,2012-09-24,Slant Six Games,9.99
89398,2012-09-24,Slant Six Games,4.99
89399,2012-09-24,Slant Six Games,9.99
89400,2012-09-25,Eugen Systems,0.0
89401,2012-09-25,Frogwares,19.99
89402,2012-09-27,Edelweiss,7.99
89403,2012-09-28,Bohemia Interactive,32.99
89404,2012-10-02,Pilgway,99.99
89405,2012-10-02,Gaijin Games,5.99
89406,2012-09-28,Data Realms,19.99
89407,2012-09-28,City Interactive,2.99
89408,2012-10-02,Gaijin Games,9.99
89409,2012-10-09,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
89410,2012-10-10,Stainless Games,0.99
89411,2012-10-10,Stainless Games,0.99
89412,2012-10-10,Stainless Games,0.99
89413,2012-10-10,Stainless Games,0.99
89414,2012-10-10,Stainless Games,0.99
89415,2012-10-16,Ubisoft - San Francisco,2.99
89416,2012-10-10,Stainless Games,0.99
89417,2012-10-10,Stainless Games,0.99
89418,2012-10-15,Ratloop Asia,4.99
89419,2012-10-15,id Software,19.99
89420,2012-10-16,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
89421,2012-10-16,United Front Games,3.99
89422,2012-10-16,United Front Games,1.99
89423,2012-10-16,Trendy Entertainment,1.99
89424,2012-10-16,Paradox Interactive,0.99
89425,2012-10-16,Ubisoft - San Francisco,2.99
89426,2012-10-16,Ubisoft - San Francisco,7.99
89427,2012-10-16,Ubisoft - San Francisco,2.99
89428,2012-10-16,Ubisoft - San Francisco,2.99
89429,2012-10-16,Ubisoft - San Francisco,2.99
89430,2012-10-16,Ubisoft - San Francisco,2.99
89431,2012-10-16,Ubisoft - San Francisco,2.99
89432,2012-10-16,Ubisoft - San Francisco,2.99
89433,2012-10-16,Ubisoft - San Francisco,2.99
89434,2012-10-16,Ubisoft - San Francisco,2.99
89435,2012-10-16,Ubisoft - San Francisco,2.99
89436,2012-10-16,Ubisoft - San Francisco,2.99
89437,2012-10-16,Ubisoft - San Francisco,2.99
89438,2012-10-16,Ubisoft - San Francisco,2.99
89439,2012-10-16,Ubisoft - San Francisco,2.99
89440,2012-10-16,Ubisoft - San Francisco,7.99
89441,2012-10-16,Ubisoft - San Francisco,7.99
89442,2012-10-16,Ubisoft - San Francisco,11.99
89443,2012-10-16,Ubisoft - San Francisco,7.99
89444,2012-10-16,Ubisoft - San Francisco,2.99
89445,2012-10-16,Ubisoft - San Francisco,2.99
89446,2012-10-16,Ubisoft - San Francisco,2.99
89447,2012-10-16,Ubisoft - San Francisco,2.99
89448,2012-10-16,Ubisoft - San Francisco,2.99
89449,2012-10-16,Ubisoft - San Francisco,2.99
89450,2012-10-16,Ubisoft - San Francisco,29.99
89451,2012-10-16,Daedalic Entertainment,19.99
89452,2012-10-17,2x2 Games,19.99
89453,2012-10-29,Lukewarm Media,7.99
89454,2012-10-16,Ubisoft - San Francisco,2.99
89455,2012-10-16,Ubisoft - San Francisco,2.99
89456,2012-10-22,Black Forest Games,14.99
89457,2012-10-23,"Haemimont Games,Feral Interactive (Mac)",2.99
89458,2012-10-23,Zeal Game Studio,9.99
